id,matrix_row,matrix_column,year,citation,title,authors_source,study_design,population,product_platform,outcome_domain,key_finding,evidence_signal,actionability,source_url,tags,evidence_update_date,evidence_update_precision,evidence_update_basis,map_record_updated,provenance,pmid,doi,article_types,mesh_terms,species,quality_status,quality_flags,quality_control_version
AUTO-PUBMED-41860323,"Policy, implementation & real-world evidence",Observational / real-world,2026,PubMed 41860323; auto-added,Viral and Host-Related Factors in the Nasal Inflammatory Response to Critical Bronchiolitis in Infants and Children.,Alex L Sliwicki; Jordan E Kreger; Saly N Essoh; Shilpi Singh; Antonia P Popova; Marc B Hershenson; Heidi R Flori,Human journal article; specific design not indexed as a PubMed publication type. PubMed article type(s): Journal Article,Mixed / policy-relevant populations,RSV prevention product/platform not auto-specified,"RSV prevention, immunization, protection, safety, policy, or implementation signal","We aimed to evaluate the inflammatory cytokine response in children with critical bronchiolitis. Our secondary aims included: 1) understanding differences in inflammatory profiles between respiratory syncytial virus (RSV), rhinovirus, and polyviral infection, and 2) examining the association between clinical risk factors and the host inflammatory response. A single-center, prospective cohort study of PICU patients with critical bronchiolitis. Medium-sized academic PICU from October 2021 to July 2024. Forty-two patients with critical bronchiolitis and nine healthy control patients. None. Nasal …",Automated PubMed inclusion after RSV MeSH and article-type validation; not manually verified.,"Automated evidence signal. Inspect the source before clinical, policy, or research decisions.",https://pubmed.ncbi.nlm.nih.gov/41860323/,auto-added; PubMed; PMID 41860323; DOI 10.1097/pcc.0000000000003910; QC 2026-06-qc1,2026-04-01,day,PubMed Entrez date; RSV-specific MeSH validated; design derived from PublicationType,2026-06-24,Automated,41860323,10.1097/pcc.0000000000003910,Journal Article,"Humans; Infant; Prospective Studies; Cytokines; Female; Male; Respiratory Syncytial Virus Infections; Bronchiolitis; Intensive Care Units, Pediatric; Picornaviridae Infections; Child, Preschool; Rhinovirus; Child; Case-Control Studies; Bronchiolitis, Viral",Human,RSV MeSH and PubMed article-type validated,generic_pubmed_article_type,2026-06-qc1
AUTO-PUBMED-41819980,"Policy, implementation & real-world evidence",Evidence synthesis / guidance,2026,PubMed 41819980; auto-added,Age distribution of respiratory syncytial virus disease in children younger than 5 years in low-income and middle-income countries: a systematic review and meta-analysis.,Sarwat Mahmud; Kevin van Zandvoort; Ling Guo; You Li; Harish Nair; Daniel R Feikin; Erin Sparrow; Fahmida Chowdhury; Cheryl Cohen; Ghassan S Dbaibo; Angela Gentile; Christopher J Gill,Meta-Analysis. PubMed article type(s): Journal Article; Systematic Review; Meta-Analysis,Mixed / policy-relevant populations,RSV prevention product/platform not auto-specified,"RSV prevention, immunization, protection, safety, policy, or implementation signal","Low-income and middle-income countries (LMICs) bear the greatest burden of respiratory syncytial virus (RSV) disease. WHO recommends passive immunisation to protect infants younger than 6 months and, in some strategies, infants up to age 12 months, but detailed age data are needed to determine optimal timing and impact. Our study estimates age distributions for the full range of RSV outcomes among children younger than 5 years in LMICs. We conducted a systematic review and meta-analysis of RSV age distributions for seven health or health-care outcomes (hereafter, RSV outcomes): community cases …",Automated PubMed inclusion after RSV MeSH and article-type validation; not manually verified.,"Automated evidence signal. Inspect the source before clinical, policy, or research decisions.",https://pubmed.ncbi.nlm.nih.gov/41819980/,auto-added; PubMed; PMID 41819980; DOI 10.1016/s2352-4642(25)00349-9; QC 2026-06-qc1,2026-04-01,day,PubMed Entrez date; RSV-specific MeSH validated; design derived from PublicationType,2026-06-24,Automated,41819980,10.1016/s2352-4642(25)00349-9,Journal Article; Systematic Review; Meta-Analysis,"Humans; Respiratory Syncytial Virus Infections; Developing Countries; Infant; Child, Preschool; Age Distribution; Infant, Newborn; Hospitalization",Human,RSV MeSH and PubMed article-type validated,,2026-06-qc1
AUTO-PUBMED-41814848,Adult active vaccination,Observational / real-world,2026,PubMed 41814848; auto-added,An Evaluation of a Molecular Point-of-Care Testing System Designed for Early Diagnosis of Mycoplasma pneumoniae and Respiratory Syncytial Virus Infections.,Yang Su; Yongmei Li; Zhirui Zhang; Ying Zhao; Yandan Su; Jing Yang; Qiuyue Xu; Yu Song; Yunjuan Wang; Kai Yang; Yamin Wu; Jinliang Chen,Human journal article; specific design not indexed as a PubMed publication type. PubMed article type(s): Journal Article,Adults / older adults,Adult RSV vaccine,"RSV prevention, immunization, protection, safety, policy, or implementation signal","Mycoplasma pneumoniae (MP) and respiratory syncytial virus (RSV) contribute to 15%-30% of pneumonia cases in China, yet lack rapid diagnostics. We evaluated a molecular point-of-care testing (mPOCT) system for detecting these pathogens versus RT-qPCR. Oropharyngeal swabs from 549 patients (269 MP-suspected, 280 RSV-suspected) collected prospectively (Dec 2023-Aug 2024) were tested by RT-qPCR and mPOCT (EasyNAT). RT-qPCR positivity was defined as Ct ≤ 40, as per the kit manufacturer's instructions. Diagnostic accuracy was assessed via sensitivity, specificity, and Cohen's kappa. For MP detectio …",Automated PubMed inclusion after RSV MeSH and article-type validation; not manually verified.,"Automated evidence signal. Inspect the source before clinical, policy, or research decisions.",https://pubmed.ncbi.nlm.nih.gov/41814848/,auto-added; PubMed; PMID 41814848; DOI 10.1002/jcla.70195; QC 2026-06-qc1,2026-04-01,day,PubMed Entrez date; RSV-specific MeSH validated; design derived from PublicationType,2026-06-24,Automated,41814848,10.1002/jcla.70195,Journal Article,"Humans; Respiratory Syncytial Virus Infections; Point-of-Care Testing; Pneumonia, Mycoplasma; Mycoplasma pneumoniae; Sensitivity and Specificity; Female; Male; Child, Preschool; Child; Infant; Early Diagnosis; Adolescent; Adult; Rapid Diagnostic Tests; Molecular Diagnostic Techniques; Young Adult",Human,RSV MeSH and PubMed article-type validated,generic_pubmed_article_type,2026-06-qc1
AUTO-PUBMED-41803094,Maternal active vaccination,Observational / real-world,2026,PubMed 41803094; auto-added,Impact of Maternal Immunization Against Respiratory Syncytial Virus on Hospitalizations Due to Lower Respiratory Tract Infections in Infants: A Multicenter Study in Argentina.,Angela Gentile; María Del Valle Juárez; María Florencia Lucion; Gabriela Ensinck; Gabriela Gregorio; Oscar López; María Natalia Pejito; Paula Zuzel; Silvina Lobertti; Andrés Gioiosa; Tatiana Fernández; Leandro López,Multicenter Study. PubMed article type(s): Journal Article; Multicenter Study,Pregnant people / infants,Maternal RSV vaccine,"RSV prevention, immunization, protection, safety, policy, or implementation signal","Respiratory syncytial virus (RSV) is a leading cause of lower respiratory tract infections (LRTIs) and hospitalizations in infants, particularly during the first months of life. In December 2023, Argentina introduced maternal RSV immunization with the RSV-preF vaccine into its National Immunization Program. The objective of this study was to evaluate the impact of this strategy, implemented in 2024, on the burden of severe respiratory disease among infants under 6 months of age. We conducted a controlled before-and-after quasi-experimental study using active surveillance data from 3 sentinel p …",Automated PubMed inclusion after RSV MeSH and article-type validation; not manually verified.,"Automated evidence signal. Inspect the source before clinical, policy, or research decisions.",https://pubmed.ncbi.nlm.nih.gov/41803094/,auto-added; PubMed; PMID 41803094; DOI 10.1097/inf.0000000000005045; QC 2026-06-qc1,2026-04-01,day,PubMed Entrez date; RSV-specific MeSH validated; design derived from PublicationType,2026-06-24,Automated,41803094,10.1097/inf.0000000000005045,Journal Article; Multicenter Study,"Humans; Argentina; Infant; Hospitalization; Respiratory Syncytial Virus Infections; Female; Respiratory Syncytial Virus Vaccines; Respiratory Tract Infections; Male; Respiratory Syncytial Virus, Human; Child, Preschool; Incidence; Infant, Newborn; Pregnancy; Immunization; Immunization Programs",Human,RSV MeSH and PubMed article-type validated,,2026-06-qc1
AUTO-PUBMED-41720280,Adult active vaccination,Safety signal / surveillance,2026,PubMed 41720280; auto-added,A household cluster of RSV infection causing severe pneumonia in a four-month-old infant.,Chengcheng Wang; Lingyu Shen; Xiaofeng Wei; Lu Kang; Geng Hu; Zhongda Bai; Chunmei Zhu; Fang Huang,Case report(s). PubMed article type(s): Journal Article; Case Reports,Adults / older adults,Adult RSV vaccine,"RSV prevention, immunization, protection, safety, policy, or implementation signal","Respiratory syncytial virus (RSV) is a leading cause of lower respiratory tract infection in infants. We analyzed a household RSV cluster of severe RSV infection to inform targeted interventions and outcome evaluation. Clinical and epidemiological data were collected for characteristic analysis. Species of RSV positivity was confirmed by RT-qPCR; G gene and whole-genome sequencing were performed for phylogenetic and mutation analyses. A household cluster affected four family members. In order of symptoms, the first case (Case A, 31-year-old postpartum woman) was diagnosed with pneumonia, the s …",Automated PubMed inclusion after RSV MeSH and article-type validation; not manually verified.,"Automated evidence signal. Inspect the source before clinical, policy, or research decisions.",https://pubmed.ncbi.nlm.nih.gov/41720280/,auto-added; PubMed; PMID 41720280; DOI 10.1016/j.meegid.2026.105906; QC 2026-06-qc1,2026-04-01,day,PubMed Entrez date; RSV-specific MeSH validated; design derived from PublicationType,2026-06-24,Automated,41720280,10.1016/j.meegid.2026.105906,Journal Article; Case Reports,"Humans; Respiratory Syncytial Virus Infections; Male; Infant; Female; Phylogeny; Respiratory Syncytial Virus, Human; Pneumonia; Adult; Family Characteristics",Human,RSV MeSH and PubMed article-type validated,,2026-06-qc1
AUTO-PUBMED-41719840,Maternal active vaccination,Observational / real-world,2026,PubMed 41719840; auto-added,Seroprevalence of Respiratory Syncytial Virus in the antenatal population in British Columbia: A cross-sectional study.,Saina Beitari; Ana Citlali Márquez; Tahereh Valadbeigy; Danielle Luk; Agatha Jassem; Elisabeth McClymont; Deborah Money; Inna Sekirov,Human journal article; specific design not indexed as a PubMed publication type. PubMed article type(s): Journal Article,Pregnant people / infants,Maternal RSV vaccine,"RSV prevention, immunization, protection, safety, policy, or implementation signal","Respiratory Syncytial Virus (RSV) is a major cause of bronchiolitis in children under two. With new RSV prophylactics-maternal vaccines and infant monoclonal antibodies-on the horizon, understanding baseline immunity is essential. In this cross-sectional study, we used a validated electrochemiluminescence assay to measure RSV prefusion F (Pre-F) IgG levels in residual sera collected for routine antenatal screening across British Columbia, Canada (n = 13,119) and infant samples aged 0-18 months (n = 47). Antenatal IgG levels showed no significant age-related variation, while infant antibodies d …",Automated PubMed inclusion after RSV MeSH and article-type validation; not manually verified.,"Automated evidence signal. Inspect the source before clinical, policy, or research decisions.",https://pubmed.ncbi.nlm.nih.gov/41719840/,auto-added; PubMed; PMID 41719840; DOI 10.1016/j.jcv.2026.105926; QC 2026-06-qc1,2026-04-01,day,PubMed Entrez date; RSV-specific MeSH validated; design derived from PublicationType,2026-06-24,Automated,41719840,10.1016/j.jcv.2026.105926,Journal Article,"Humans; Cross-Sectional Studies; Respiratory Syncytial Virus Infections; Seroepidemiologic Studies; Female; Antibodies, Viral; British Columbia; Immunoglobulin G; Infant, Newborn; Respiratory Syncytial Virus, Human; Infant; Pregnancy; Sensitivity and Specificity; Male; Luminescent Measurements",Human,RSV MeSH and PubMed article-type validated,generic_pubmed_article_type,2026-06-qc1
AUTO-PUBMED-41687520,Adult active vaccination,Observational / real-world,2026,PubMed 41687520; auto-added,Comparative evaluation of two platforms delivering RSV mRNA vaccines expressing modified extracellular domain of G glycoprotein in mice.,Ruiwen Han; Aiyi Zhang; Yujie Jiang; Siyu Yin; Tangqi Wang; Xinwei Gao; Yao Deng; Yu Li; Wenjie Tan,Comparative Study. PubMed article type(s): Journal Article; Comparative Study,Adults / older adults,Adult RSV vaccine,"RSV prevention, immunization, protection, safety, policy, or implementation signal","Respiratory syncytial virus (RSV) is the leading cause of respiratory infections in infants, young children, and elderly people worldwide. Developing a safe and broadly effective vaccine remains a critical and unmet public health need. This study comparatively evaluated the immunogenicity and protective efficacy of respiratory syncytial virus (RSV) mRNA vaccines expressing a modified G protein extracellular domain (Gecto), delivered via either lipid nanoparticle (LNP) or lipid-polymer hybrid (LPP) platforms. Both RSV Gecto-mRNA elicited robust humoral and cellular immunity in mice. Although th …",Automated PubMed inclusion after RSV MeSH and article-type validation; not manually verified.,"Automated evidence signal. Inspect the source before clinical, policy, or research decisions.",https://pubmed.ncbi.nlm.nih.gov/41687520/,auto-added; PubMed; PMID 41687520; DOI 10.1016/j.intimp.2026.116369; QC 2026-06-qc1,2026-04-01,day,PubMed Entrez date; RSV-specific MeSH validated; design derived from PublicationType,2026-06-24,Automated,41687520,10.1016/j.intimp.2026.116369,Journal Article; Comparative Study,"Animals; Respiratory Syncytial Virus Infections; Respiratory Syncytial Virus Vaccines; Mice; Female; Nanoparticles; Antibodies, Viral; Mice, Inbred BALB C; Viral Fusion Proteins; mRNA Vaccines; Antibodies, Neutralizing; Lung; RNA, Messenger; Humans; Immunity, Cellular; Cytokines; Respiratory Syncytial Viruses; Lipids; Respiratory Syncytial Virus, Human; Immunity, Humoral; Nanovaccines; Liposomes",Human and animal,RSV MeSH and PubMed article-type validated,,2026-06-qc1
AUTO-PUBMED-41674395,Infant passive immunization,Observational / real-world,2026,PubMed 41674395; auto-added,"Impact of Nirsevimab on Respiratory Syncytial Virus PCR Test Positivity in Young Infants: A Community-Level Observational Study in Queensland, Australia.",Asmaa El-Heneidy; Keith Grimwood; Jennifer M Robson; Chanpaseuth Vicki Vilaylath; Sarah G Cherian; Stephen B Lambert; Robert S Ware,Observational Study. PubMed article type(s): Journal Article; Observational Study,Infants / young children,Long-acting monoclonal antibody,"RSV prevention, immunization, protection, safety, policy, or implementation signal","In April 2024 nirsevimab, a long-acting respiratory syncytial virus (RSV)-specific monoclonal antibody, was made available free of charge to all newborn infants in Queensland. We aimed to explore the community-level impact of a nirsevimab-based prevention program on RSV detection percentages among infants aged ≤ 3 months in Queensland, Australia. A retrospective analysis of January 2022-December 2024 laboratory data from a Queensland network. Weekly percentages of RSV-positive tests among infants aged ≤ 3 months (eligible group for nirsevimab) were compared with children aged 24-35 months (ine …",Automated PubMed inclusion after RSV MeSH and article-type validation; not manually verified.,"Automated evidence signal. Inspect the source before clinical, policy, or research decisions.",https://pubmed.ncbi.nlm.nih.gov/41674395/,auto-added; PubMed; PMID 41674395; DOI 10.1111/jpc.70317; QC 2026-06-qc1,2026-04-01,day,PubMed Entrez date; RSV-specific MeSH validated; design derived from PublicationType,2026-06-24,Automated,41674395,10.1111/jpc.70317,Journal Article; Observational Study,"Humans; Respiratory Syncytial Virus Infections; Queensland; Retrospective Studies; Infant; Polymerase Chain Reaction; Male; Female; Respiratory Syncytial Virus, Human; Infant, Newborn; Child, Preschool; Antibodies, Monoclonal; Respiratory Syncytial Viruses",Human,RSV MeSH and PubMed article-type validated,,2026-06-qc1
AUTO-PUBMED-41672198,Pediatric active vaccine safety/development,Observational / real-world,2026,PubMed 41672198; auto-added,Mucosal IL-36 is a defining feature of severe paediatric bronchiolitis.,Megan V C Barnes; Sophie W H Stretch; Dawid Swieboda; Claudia Efstathiou; Fiona J Culley; Trevor T Hansel; Sam Strickson; Xavier Romero-Ros; E Suzanne Cohen; Simon Nadel; Peter J M Openshaw; Ryan S Thwaites,Human journal article; specific design not indexed as a PubMed publication type. PubMed article type(s): Journal Article,Children / pediatric populations,Pediatric RSV vaccine candidate,"RSV prevention, immunization, protection, safety, policy, or implementation signal","Bronchiolitis is the commonest cause of hospital admission in children under the age of 1 year, most cases being due to respiratory syncytial virus (RSV) infection. The mechanisms causing infantile bronchiolitis are incompletely understood but include a deficient mucosal interferon response, neutrophilic inflammation and enhanced mucosal Type-2 responses. We sought to determine the mucosal immune processes associated with severe paediatric bronchiolitis. We performed transcriptomic analyses on mucosal samples from infants hospitalized with Moderate (n = 48) and Severe (n = 40) bronchiolitis. D …",Automated PubMed inclusion after RSV MeSH and article-type validation; not manually verified.,"Automated evidence signal. Inspect the source before clinical, policy, or research decisions.",https://pubmed.ncbi.nlm.nih.gov/41672198/,auto-added; PubMed; PMID 41672198; DOI 10.1016/j.mucimm.2026.01.012; QC 2026-06-qc1,2026-04-01,day,PubMed Entrez date; RSV-specific MeSH validated; design derived from PublicationType,2026-06-24,Automated,41672198,10.1016/j.mucimm.2026.01.012,Journal Article,"Humans; Infant; Interleukin-1; Bronchiolitis; Respiratory Syncytial Virus Infections; Female; Male; Nasal Mucosa; Severity of Illness Index; Cells, Cultured; Respiratory Syncytial Virus, Human; Neutrophils; Gene Expression Profiling; Immunity, Mucosal; Epithelial Cells; Biomarkers",Human,RSV MeSH and PubMed article-type validated,generic_pubmed_article_type,2026-06-qc1
AUTO-PUBMED-41589687,Infant passive immunization,Observational / real-world,2026,PubMed 41589687; auto-added,Population Pharmacokinetics of Clesrovimab in Preterm and Full-Term Infants.,Ziheng Hu; Farina Hellmann; Xiaowei Zang; Nele Plock; Keyur Parmar; Radha A Railkar; S Y Amy Cheung; Brian M Maas; Ferdous Gheyas,Human journal article; specific design not indexed as a PubMed publication type. PubMed article type(s): Journal Article,Infants / young children,Long-acting monoclonal antibody,"RSV prevention, immunization, protection, safety, policy, or implementation signal","Clesrovimab is a half-life extended monoclonal antibody targeting the respiratory syncytial virus fusion protein. Three studies (phase Ib/IIa [MK-1654-002], phase IIb/III [CLEVER], and phase III [SMART]) were conducted to evaluate the efficacy, safety, and pharmacokinetics (PK) of clesrovimab in infants. The objectives of this analysis were to develop an infant population PK model for clesrovimab and to evaluate the influence of intrinsic and extrinsic factors on clesrovimab PK in infants. A total of 5850 samples from 2942 participants were included in the population PK analysis. A two-compart …",Automated PubMed inclusion after RSV MeSH and article-type validation; not manually verified.,"Automated evidence signal. Inspect the source before clinical, policy, or research decisions.",https://pubmed.ncbi.nlm.nih.gov/41589687/,auto-added; PubMed; PMID 41589687; DOI 10.1002/cpt.70199; QC 2026-06-qc1,2026-04-01,day,PubMed Entrez date; RSV-specific MeSH validated; design derived from PublicationType,2026-06-24,Automated,41589687,10.1002/cpt.70199,Journal Article,"Humans; Infant, Newborn; Models, Biological; Respiratory Syncytial Virus Infections; Infant, Premature; Infant; Female; Male; Half-Life; Antibodies, Monoclonal, Humanized; Antiviral Agents; Viral Fusion Proteins; Antibodies, Monoclonal",Human,RSV MeSH and PubMed article-type validated,generic_pubmed_article_type,2026-06-qc1
AUTO-PUBMED-41911253,Pediatric active vaccine safety/development,Observational / real-world,2026,PubMed 41911253; auto-added,Assessment of miRNAs as transcriptional regulators in respiratory syncytial virus infection through computational analysis and molecular docking studies.,Mubashir Hassan; Muhammad Shahzad Iqbal; Muhammad Yasir; Wanjoo Chun; Zainab Yaseen; Saba Shahzadi; Mark E Peeples; Andrzej Kloczkowski,Human journal article; specific design not indexed as a PubMed publication type. PubMed article type(s): Journal Article,Children / pediatric populations,Pediatric RSV vaccine candidate,"RSV prevention, immunization, protection, safety, policy, or implementation signal","Globally, RSV is a major contributor to severe lower respiratory tract infections among children. Despite the significant medical concern posed by RSV, efforts to develop effective vaccines and antiviral drugs have largely fallen short, with the exception of immune prophylaxis available only for specific high-risk infants. We employed a suite of computational tools to investigate the role of microRNAs in the host's response to RSV infection. miRanda and RNAHybrid were instrumental in predicting microRNA-mRNA binding sites. For a deeper structural analysis, MC-Fold and MC-Sym were used to predi …",Automated PubMed inclusion after RSV MeSH and article-type validation; not manually verified.,"Automated evidence signal. Inspect the source before clinical, policy, or research decisions.",https://pubmed.ncbi.nlm.nih.gov/41911253/,auto-added; PubMed; PMID 41911253; DOI 10.1371/journal.pone.0345571; QC 2026-06-qc1,2026-01-01,day,PubMed Entrez date; RSV-specific MeSH validated; design derived from PublicationType,2026-06-24,Automated,41911253,10.1371/journal.pone.0345571,Journal Article,"MicroRNAs; Respiratory Syncytial Virus Infections; Humans; Molecular Docking Simulation; Molecular Dynamics Simulation; Binding Sites; RNA, Messenger; Computational Biology; Transcription, Genetic; Respiratory Syncytial Viruses; Respiratory Syncytial Virus, Human",Human,RSV MeSH and PubMed article-type validated,generic_pubmed_article_type,2026-06-qc1
AUTO-PUBMED-41894421,Adult active vaccination,Observational / real-world,2026,PubMed 41894421; auto-added,Liquid-liquid phase separation mediated immune evasion of respiratory syncytial virus against oligoadenylate synthetase-RNase L pathway.,Woo Yeon Hwang; Michael G Rosenfeld; Soohwan Oh; Young-Chan Kwon,Human journal article; specific design not indexed as a PubMed publication type. PubMed article type(s): Journal Article,Adults / older adults,Adult RSV vaccine,"RSV prevention, immunization, protection, safety, policy, or implementation signal","Respiratory syncytial virus (RSV) infection is the major cause of severe respiratory illnesses in infants and older adults. RSV forms phase-separated biomolecular condensates called inclusion bodies (IBs), which serve as hubs for viral replication. However, the contribution of IBs to host immune response evasion remains elusive. We report that RSV IBs protect viral RNA from the 2'-5' oligoadenylate synthetase (OAS)-RNase L pathway, a critical antiviral defense mechanism that cleaves viral and cellular RNAs. RSV infection did not activate the OAS-RNase L pathway, and ectopically activated RNase …",Automated PubMed inclusion after RSV MeSH and article-type validation; not manually verified.,"Automated evidence signal. Inspect the source before clinical, policy, or research decisions.",https://pubmed.ncbi.nlm.nih.gov/41894421/,auto-added; PubMed; PMID 41894421; DOI 10.1371/journal.ppat.1014089; QC 2026-06-qc1,2026-03-01,day,PubMed Entrez date; RSV-specific MeSH validated; design derived from PublicationType,2026-06-24,Automated,41894421,10.1371/journal.ppat.1014089,Journal Article,"2',5'-Oligoadenylate Synthetase; Endoribonucleases; Phase Separation; Humans; Respiratory Syncytial Virus Infections; RNA, Viral; Virus Replication; Immune Evasion; RNA, Double-Stranded; Respiratory Syncytial Virus, Human; Respiratory Syncytial Viruses; Inclusion Bodies, Viral",Human,RSV MeSH and PubMed article-type validated,generic_pubmed_article_type,2026-06-qc1
AUTO-PUBMED-41886634,Adult active vaccination,Observational / real-world,2026,PubMed 41886634; auto-added,"A comparative study of incidence rate and severity of influenza virus and respiratory syncytial virus associated hospitalisation in older adults in Jiangsu Province, China: a retrospective analysis of a regional medical database.",Tiantian Zhang; Ling Guo; Yumeng Miao; Caini Wang; Xin Wang; You Li,Comparative Study. PubMed article type(s): Journal Article; Comparative Study,Adults / older adults,Adult RSV vaccine,"RSV prevention, immunization, protection, safety, policy, or implementation signal","Few studies have compared the disease burden between influenza virus (IFV) and respiratory syncytial virus (RSV) in older adults, particularly outside high-income countries. We aimed to compare IFV- and RSV-associated hospitalisation burden and severity in older adults in Jiangsu Province, China. Drawing on a medical database from Jiangsu Province, an economically-developed province in eastern China, we included acute respiratory infections (ARI) admission records in adults aged ≥60 years during 2020 to 2023, linked with viral testing data, where available. We applied a time-series regression …",Automated PubMed inclusion after RSV MeSH and article-type validation; not manually verified.,"Automated evidence signal. Inspect the source before clinical, policy, or research decisions.",https://pubmed.ncbi.nlm.nih.gov/41886634/,auto-added; PubMed; PMID 41886634; DOI 10.7189/jogh.16.04115; QC 2026-06-qc1,2026-03-27,day,PubMed Entrez date; RSV-specific MeSH validated; design derived from PublicationType,2026-06-24,Automated,41886634,10.7189/jogh.16.04115,Journal Article; Comparative Study,"Humans; China; Respiratory Syncytial Virus Infections; Hospitalization; Influenza, Human; Retrospective Studies; Aged; Male; Female; Incidence; Severity of Illness Index; Middle Aged; Aged, 80 and over; Databases, Factual",Human,RSV MeSH and PubMed article-type validated,,2026-06-qc1
AUTO-PUBMED-41888891,Maternal active vaccination,Observational / real-world,2026,PubMed 41888891; auto-added,Disease burden estimates in economic evaluation studies of Respiratory Syncytial Virus (RSV) maternal immunization: a systematic review protocol.,Sophia Aguiar Monteiro Borges; Felipe Lima Barreto; Alexandre de Oliveira Esteves; Ana Carolina Nonato; Erick Ohanesian Polli; Natacha Regina de Moraes Cerchiari; Ana Marli Christovam Sartori; Patrícia Coelho de Soárez,"Human journal article; specific design not indexed as a PubMed publication type. PubMed article type(s): Journal Article; Research Support, Non-U.S. Gov't",Pregnant people / infants,Maternal RSV vaccine,"RSV prevention, immunization, protection, safety, policy, or implementation signal","Respiratory syncytial virus (RSV) is a highly contagious pathogen and a leading cause of bronchiolitis and pneumonia in young children, posing a significant global health burden. Currently, there are no effective treatment options available. Maternal immunization has emerged as a promising strategy to protect newborns from RSV. The RSVPref vaccine has shown efficacy in reducing RSV hospitalizations and severe cases in newborns aged 3 to 6 months. Economic evaluations of maternal RSV vaccination are increasingly used to inform healthcare decision-making and resource allocation. These evaluation …",Automated PubMed inclusion after RSV MeSH and article-type validation; not manually verified.,"Automated evidence signal. Inspect the source before clinical, policy, or research decisions.",https://pubmed.ncbi.nlm.nih.gov/41888891/,auto-added; PubMed; PMID 41888891; DOI 10.1186/s13643-026-03164-3; QC 2026-06-qc1,2026-03-26,day,PubMed Entrez date; RSV-specific MeSH validated; design derived from PublicationType,2026-06-24,Automated,41888891,10.1186/s13643-026-03164-3,"Journal Article; Research Support, Non-U.S. Gov't","Humans; Systematic Reviews as Topic; Respiratory Syncytial Virus Infections; Respiratory Syncytial Virus Vaccines; Cost-Benefit Analysis; Female; Cost of Illness; Pregnancy; Infant, Newborn; Immunization; Vaccination; Respiratory Syncytial Virus, Human; Infant",Human,RSV MeSH and PubMed article-type validated,generic_pubmed_article_type,2026-06-qc1
AUTO-PUBMED-41823138,Immune correlates & antigen design,Translational / preclinical,2026,PubMed 41823138; auto-added,Mucosal-Penetrating Nanovaccine Enhances Mucosal and Systemic Immunity against Respiratory Syncytial Virus Infection.,Zhihui Zhang; Haolin Chen; Beibei Xu; Zeyu Yang; Liyan Li; Zhan Gao; Bo Yang; Xuanli Jin; Hong Liu; Longlong Si; Kai Deng; Lixin Liu,Animal study. PubMed article type(s): Journal Article,Not population-specific / immunologic evidence,RSV F antigen / immune correlate,"RSV prevention, immunization, protection, safety, policy, or implementation signal","Eliciting mucosal immunity is crucial for protecting against respiratory pathogen infections. However, the intricate structure of mucosal tissues and their immune tolerance environment pose great challenges for the development of mucosal vaccines. To avoid being expelled by the ciliary clearance system, mucosal adhesion materials, such as chitosan, have been applied to efficiently deliver antigens to the immune system. However, the antigen showed poor mucus penetration due to chitosan's strong adhesion to mucin. Herein, we applied hyaluronic acid (HA)-coated nanoparticulate vaccine, named NHCF …",Automated PubMed inclusion after RSV MeSH and article-type validation; not manually verified.,"Automated evidence signal. Inspect the source before clinical, policy, or research decisions.",https://pubmed.ncbi.nlm.nih.gov/41823138/,auto-added; PubMed; PMID 41823138; DOI 10.1021/acsnano.5c19489; QC 2026-06-qc1,2026-03-24,day,PubMed Entrez date; RSV-specific MeSH validated; design derived from PublicationType,2026-06-24,Automated,41823138,10.1021/acsnano.5c19489,Journal Article,"Animals; Nanovaccines; Respiratory Syncytial Virus Infections; Immunity, Mucosal; Mice; Respiratory Syncytial Viruses; Mice, Inbred BALB C; Female; Administration, Intranasal; Hyaluronic Acid; Chitosan; Respiratory Syncytial Virus Vaccines; Nanoparticles; Protein Subunit Vaccines",Animal,RSV MeSH and PubMed article-type validated,,2026-06-qc1
